Series ID,Year,Period,Value
LNS11000000,1969,M06,80696
LNS11000000,1969,M07,80827
LNS11000000,1969,M08,81106
LNS11000000,1969,M09,81290
LNS11000000,1969,M10,81494
LNS11000000,1969,M11,81397
LNS11000000,1969,M12,81624
LNS11000000,1970,M01,81981
LNS11000000,1970,M02,82151
LNS11000000,1970,M03,82498
LNS11000000,1970,M04,82727
LNS11000000,1970,M05,82483
LNS11000000,1970,M06,82484
LNS11000000,1970,M07,82901
LNS11000000,1970,M08,82880
LNS11000000,1970,M09,82954
LNS11000000,1970,M10,83276
LNS11000000,1970,M11,83548
LNS11000000,1970,M12,83670
LNS11000000,1971,M01,83850
LNS11000000,1971,M02,83603
LNS11000000,1971,M03,83575
LNS11000000,1971,M04,83946
LNS11000000,1971,M05,84135
LNS11000000,1971,M06,83706
LNS11000000,1971,M07,84340
LNS11000000,1971,M08,84673
LNS11000000,1971,M09,84731
LNS11000000,1971,M10,84872
LNS11000000,1971,M11,85458
LNS11000000,1971,M12,85625
LNS11000000,1972,M01,85978
LNS11000000,1972,M02,86036
LNS11000000,1972,M03,86611
LNS11000000,1972,M04,86614
LNS11000000,1972,M05,86809
LNS11000000,1972,M06,87006
LNS11000000,1972,M07,87143
LNS11000000,1972,M08,87517
LNS11000000,1972,M09,87392
LNS11000000,1972,M10,87491
LNS11000000,1972,M11,87592
LNS11000000,1972,M12,87943
LNS11000000,1973,M01,87487
LNS11000000,1973,M02,88364
LNS11000000,1973,M03,88846
LNS11000000,1973,M04,89018
LNS11000000,1973,M05,88977
LNS11000000,1973,M06,89548
LNS11000000,1973,M07,89604
LNS11000000,1973,M08,89509
LNS11000000,1973,M09,89838
LNS11000000,1973,M10,90131
LNS11000000,1973,M11,90716
LNS11000000,1973,M12,90890
LNS11000000,1974,M01,91199
LNS11000000,1974,M02,91485
LNS11000000,1974,M03,91453
LNS11000000,1974,M04,91287
LNS11000000,1974,M05,91596
LNS11000000,1974,M06,91868
LNS11000000,1974,M07,92212
LNS11000000,1974,M08,92059
LNS11000000,1974,M09,92488
LNS11000000,1974,M10,92518
LNS11000000,1974,M11,92766
LNS11000000,1974,M12,92780
LNS11000000,1975,M01,93128
LNS11000000,1975,M02,92776
LNS11000000,1975,M03,93165
LNS11000000,1975,M04,93399
LNS11000000,1975,M05,93884
LNS11000000,1975,M06,93575
LNS11000000,1975,M07,94021
LNS11000000,1975,M08,94162
LNS11000000,1975,M09,94202
LNS11000000,1975,M10,94267
LNS11000000,1975,M11,94250
LNS11000000,1975,M12,94409
LNS11000000,1976,M01,94934
LNS11000000,1976,M02,94998
LNS11000000,1976,M03,95215
LNS11000000,1976,M04,95746
LNS11000000,1976,M05,95847
LNS11000000,1976,M06,95885
LNS11000000,1976,M07,96583
LNS11000000,1976,M08,96741
LNS11000000,1976,M09,96553
LNS11000000,1976,M10,96704
LNS11000000,1976,M11,97254
LNS11000000,1976,M12,97348
LNS11000000,1977,M01,97208
LNS11000000,1977,M02,97785
LNS11000000,1977,M03,98115
LNS11000000,1977,M04,98330
LNS11000000,1977,M05,98665
LNS11000000,1977,M06,99093
LNS11000000,1977,M07,98913
LNS11000000,1977,M08,99366
LNS11000000,1977,M09,99453
LNS11000000,1977,M10,99815
LNS11000000,1977,M11,100576
LNS11000000,1977,M12,100491
LNS11000000,1978,M01,100873
LNS11000000,1978,M02,100837
LNS11000000,1978,M03,101092
LNS11000000,1978,M04,101574
LNS11000000,1978,M05,101896
LNS11000000,1978,M06,102371
LNS11000000,1978,M07,102399
LNS11000000,1978,M08,102511
LNS11000000,1978,M09,102795
LNS11000000,1978,M10,103080
LNS11000000,1978,M11,103562
LNS11000000,1978,M12,103809
LNS11000000,1979,M01,104057
LNS11000000,1979,M02,104502
LNS11000000,1979,M03,104589
LNS11000000,1979,M04,104172
LNS11000000,1979,M05,104171
LNS11000000,1979,M06,104638
LNS11000000,1979,M07,105002
LNS11000000,1979,M08,105096
LNS11000000,1979,M09,105530
LNS11000000,1979,M10,105700
LNS11000000,1979,M11,105812
LNS11000000,1979,M12,106258
LNS11000000,1980,M01,106562
LNS11000000,1980,M02,106697
LNS11000000,1980,M03,106442
LNS11000000,1980,M04,106591
LNS11000000,1980,M05,106929
LNS11000000,1980,M06,106780
LNS11000000,1980,M07,107159
LNS11000000,1980,M08,107105
LNS11000000,1980,M09,107098
LNS11000000,1980,M10,107405
LNS11000000,1980,M11,107568
LNS11000000,1980,M12,107352
LNS11000000,1981,M01,108026
LNS11000000,1981,M02,108242
LNS11000000,1981,M03,108553
LNS11000000,1981,M04,108925
LNS11000000,1981,M05,109222
LNS11000000,1981,M06,108396
LNS11000000,1981,M07,108556
LNS11000000,1981,M08,108725
LNS11000000,1981,M09,108294
LNS11000000,1981,M10,109024
LNS11000000,1981,M11,109236
LNS11000000,1981,M12,108912
LNS11000000,1982,M01,109089
LNS11000000,1982,M02,109467
LNS11000000,1982,M03,109567
LNS11000000,1982,M04,109820
LNS11000000,1982,M05,110451
LNS11000000,1982,M06,110081
LNS11000000,1982,M07,110342
LNS11000000,1982,M08,110514
LNS11000000,1982,M09,110721
LNS11000000,1982,M10,110744
LNS11000000,1982,M11,111050
LNS11000000,1982,M12,111083
LNS11000000,1983,M01,110695
LNS11000000,1983,M02,110634
LNS11000000,1983,M03,110587
LNS11000000,1983,M04,110828
LNS11000000,1983,M05,110796
LNS11000000,1983,M06,111879
LNS11000000,1983,M07,111756
LNS11000000,1983,M08,112231
LNS11000000,1983,M09,112298
LNS11000000,1983,M10,111926
LNS11000000,1983,M11,112228
LNS11000000,1983,M12,112327
LNS11000000,1984,M01,112209
LNS11000000,1984,M02,112615
LNS11000000,1984,M03,112713
LNS11000000,1984,M04,113098
LNS11000000,1984,M05,113649
LNS11000000,1984,M06,113817
LNS11000000,1984,M07,113972
LNS11000000,1984,M08,113682
LNS11000000,1984,M09,113857
LNS11000000,1984,M10,114019
LNS11000000,1984,M11,114170
LNS11000000,1984,M12,114581
LNS11000000,1985,M01,114725
LNS11000000,1985,M02,114876
LNS11000000,1985,M03,115328
LNS11000000,1985,M04,115331
LNS11000000,1985,M05,115234
LNS11000000,1985,M06,114965
LNS11000000,1985,M07,115320
LNS11000000,1985,M08,115291
LNS11000000,1985,M09,115905
LNS11000000,1985,M10,116145
LNS11000000,1985,M11,116135
LNS11000000,1985,M12,116354
LNS11000000,1986,M01,116682
LNS11000000,1986,M02,116882
LNS11000000,1986,M03,117220
LNS11000000,1986,M04,117316
LNS11000000,1986,M05,117528
LNS11000000,1986,M06,118084
LNS11000000,1986,M07,118129
LNS11000000,1986,M08,118150
LNS11000000,1986,M09,118395
LNS11000000,1986,M10,118516
LNS11000000,1986,M11,118634
LNS11000000,1986,M12,118611
LNS11000000,1987,M01,118845
LNS11000000,1987,M02,119122
LNS11000000,1987,M03,119270
LNS11000000,1987,M04,119336
LNS11000000,1987,M05,120008
LNS11000000,1987,M06,119644
LNS11000000,1987,M07,119902
LNS11000000,1987,M08,120318
LNS11000000,1987,M09,120011
LNS11000000,1987,M10,120509
LNS11000000,1987,M11,120540
LNS11000000,1987,M12,120729
LNS11000000,1988,M01,120969
LNS11000000,1988,M02,121156
LNS11000000,1988,M03,120913
LNS11000000,1988,M04,121251
LNS11000000,1988,M05,121071
LNS11000000,1988,M06,121473
LNS11000000,1988,M07,121665
LNS11000000,1988,M08,122125
LNS11000000,1988,M09,121960
LNS11000000,1988,M10,122206
LNS11000000,1988,M11,122637
LNS11000000,1988,M12,122622
LNS11000000,1989,M01,123390
LNS11000000,1989,M02,123135
LNS11000000,1989,M03,123227
LNS11000000,1989,M04,123565
LNS11000000,1989,M05,123474
LNS11000000,1989,M06,123995
LNS11000000,1989,M07,123967
LNS11000000,1989,M08,124166
LNS11000000,1989,M09,123944
LNS11000000,1989,M10,124211
LNS11000000,1989,M11,124637
LNS11000000,1989,M12,124497
LNS11000000,1990,M01,125833
LNS11000000,1990,M02,125710
LNS11000000,1990,M03,125801
LNS11000000,1990,M04,125649
LNS11000000,1990,M05,125893
LNS11000000,1990,M06,125573
LNS11000000,1990,M07,125732
LNS11000000,1990,M08,125990
LNS11000000,1990,M09,125892
LNS11000000,1990,M10,125995
LNS11000000,1990,M11,126070
LNS11000000,1990,M12,126142
LNS11000000,1991,M01,125955
LNS11000000,1991,M02,126020
LNS11000000,1991,M03,126238
LNS11000000,1991,M04,126548
LNS11000000,1991,M05,126176
LNS11000000,1991,M06,126331
LNS11000000,1991,M07,126154
LNS11000000,1991,M08,126150
LNS11000000,1991,M09,126650
LNS11000000,1991,M10,126642
LNS11000000,1991,M11,126701
LNS11000000,1991,M12,126664
LNS11000000,1992,M01,127261
LNS11000000,1992,M02,127207
LNS11000000,1992,M03,127604
LNS11000000,1992,M04,127841
LNS11000000,1992,M05,128119
LNS11000000,1992,M06,128459
LNS11000000,1992,M07,128563
LNS11000000,1992,M08,128613
LNS11000000,1992,M09,128501
LNS11000000,1992,M10,128026
LNS11000000,1992,M11,128441
LNS11000000,1992,M12,128554
LNS11000000,1993,M01,128400
LNS11000000,1993,M02,128458
LNS11000000,1993,M03,128598
LNS11000000,1993,M04,128584
LNS11000000,1993,M05,129264
LNS11000000,1993,M06,129411
LNS11000000,1993,M07,129397
LNS11000000,1993,M08,129619
LNS11000000,1993,M09,129268
LNS11000000,1993,M10,129573
LNS11000000,1993,M11,129711
LNS11000000,1993,M12,129941
LNS11000000,1994,M01,130596
LNS11000000,1994,M02,130669
LNS11000000,1994,M03,130400
LNS11000000,1994,M04,130621
LNS11000000,1994,M05,130779
LNS11000000,1994,M06,130561
LNS11000000,1994,M07,130652
LNS11000000,1994,M08,131275
LNS11000000,1994,M09,131421
LNS11000000,1994,M10,131744
LNS11000000,1994,M11,131891
LNS11000000,1994,M12,131951
LNS11000000,1995,M01,132038
LNS11000000,1995,M02,132115
LNS11000000,1995,M03,132108
LNS11000000,1995,M04,132590
LNS11000000,1995,M05,131851
LNS11000000,1995,M06,131949
LNS11000000,1995,M07,132343
LNS11000000,1995,M08,132336
LNS11000000,1995,M09,132611
LNS11000000,1995,M10,132716
LNS11000000,1995,M11,132614
LNS11000000,1995,M12,132511
LNS11000000,1996,M01,132616
LNS11000000,1996,M02,132952
LNS11000000,1996,M03,133180
LNS11000000,1996,M04,133409
LNS11000000,1996,M05,133667
LNS11000000,1996,M06,133697
LNS11000000,1996,M07,134284
LNS11000000,1996,M08,134054
LNS11000000,1996,M09,134515
LNS11000000,1996,M10,134921
LNS11000000,1996,M11,135007
LNS11000000,1996,M12,135113
LNS11000000,1997,M01,135456
LNS11000000,1997,M02,135400
LNS11000000,1997,M03,135891
LNS11000000,1997,M04,136016
LNS11000000,1997,M05,136119
LNS11000000,1997,M06,136211
LNS11000000,1997,M07,136477
LNS11000000,1997,M08,136618
LNS11000000,1997,M09,136675
LNS11000000,1997,M10,136633
LNS11000000,1997,M11,136961
LNS11000000,1997,M12,137155
LNS11000000,1998,M01,137095
LNS11000000,1998,M02,137112
LNS11000000,1998,M03,137236
LNS11000000,1998,M04,137150
LNS11000000,1998,M05,137372
LNS11000000,1998,M06,137455
LNS11000000,1998,M07,137588
LNS11000000,1998,M08,137570
LNS11000000,1998,M09,138286
LNS11000000,1998,M10,138279
LNS11000000,1998,M11,138381
LNS11000000,1998,M12,138634
LNS11000000,1999,M01,139003
LNS11000000,1999,M02,138967
LNS11000000,1999,M03,138730
LNS11000000,1999,M04,138959
LNS11000000,1999,M05,139107
LNS11000000,1999,M06,139329
LNS11000000,1999,M07,139439
LNS11000000,1999,M08,139430
LNS11000000,1999,M09,139622
LNS11000000,1999,M10,139771
LNS11000000,1999,M11,140025
LNS11000000,1999,M12,140177
LNS11000000,2000,M01,142267
LNS11000000,2000,M02,142456
LNS11000000,2000,M03,142434
LNS11000000,2000,M04,142751
LNS11000000,2000,M05,142388
LNS11000000,2000,M06,142591
LNS11000000,2000,M07,142278
LNS11000000,2000,M08,142514
LNS11000000,2000,M09,142518
LNS11000000,2000,M10,142622
LNS11000000,2000,M11,142962
LNS11000000,2000,M12,143248
LNS11000000,2001,M01,143800
LNS11000000,2001,M02,143701
LNS11000000,2001,M03,143924
LNS11000000,2001,M04,143569
LNS11000000,2001,M05,143318
LNS11000000,2001,M06,143357
LNS11000000,2001,M07,143654
LNS11000000,2001,M08,143284
LNS11000000,2001,M09,143989
LNS11000000,2001,M10,144086
LNS11000000,2001,M11,144240
LNS11000000,2001,M12,144305
LNS11000000,2002,M01,143883
LNS11000000,2002,M02,144653
LNS11000000,2002,M03,144481
LNS11000000,2002,M04,144725
LNS11000000,2002,M05,144938
LNS11000000,2002,M06,144808
LNS11000000,2002,M07,144803
LNS11000000,2002,M08,145009
LNS11000000,2002,M09,145552
LNS11000000,2002,M10,145314
LNS11000000,2002,M11,145041
LNS11000000,2002,M12,145066
LNS11000000,2003,M01,145937
LNS11000000,2003,M02,146100
LNS11000000,2003,M03,146022
LNS11000000,2003,M04,146474
LNS11000000,2003,M05,146500
LNS11000000,2003,M06,147056
LNS11000000,2003,M07,146485
LNS11000000,2003,M08,146445
LNS11000000,2003,M09,146530
LNS11000000,2003,M10,146716
LNS11000000,2003,M11,147000
LNS11000000,2003,M12,146729
LNS11000000,2004,M01,146842
LNS11000000,2004,M02,146709
LNS11000000,2004,M03,146944
LNS11000000,2004,M04,146850
LNS11000000,2004,M05,147065
LNS11000000,2004,M06,147460
LNS11000000,2004,M07,147692
LNS11000000,2004,M08,147564
LNS11000000,2004,M09,147415
LNS11000000,2004,M10,147793
LNS11000000,2004,M11,148162
LNS11000000,2004,M12,148059
LNS11000000,2005,M01,148029
LNS11000000,2005,M02,148364
LNS11000000,2005,M03,148391
LNS11000000,2005,M04,148926
LNS11000000,2005,M05,149261
LNS11000000,2005,M06,149238
LNS11000000,2005,M07,149432
LNS11000000,2005,M08,149779
LNS11000000,2005,M09,149954
LNS11000000,2005,M10,150001
LNS11000000,2005,M11,150065
LNS11000000,2005,M12,150030
LNS11000000,2006,M01,150214
LNS11000000,2006,M02,150641
LNS11000000,2006,M03,150813
LNS11000000,2006,M04,150881
LNS11000000,2006,M05,151069
LNS11000000,2006,M06,151354
LNS11000000,2006,M07,151377
LNS11000000,2006,M08,151716
LNS11000000,2006,M09,151662
LNS11000000,2006,M10,152041
LNS11000000,2006,M11,152406
LNS11000000,2006,M12,152732
LNS11000000,2007,M01,153144
LNS11000000,2007,M02,152983
LNS11000000,2007,M03,153051
LNS11000000,2007,M04,152435
LNS11000000,2007,M05,152670
LNS11000000,2007,M06,153041
LNS11000000,2007,M07,153054
LNS11000000,2007,M08,152749
LNS11000000,2007,M09,153414
LNS11000000,2007,M10,153183
LNS11000000,2007,M11,153835
LNS11000000,2007,M12,153918
LNS11000000,2008,M01,154063
LNS11000000,2008,M02,153653
LNS11000000,2008,M03,153908
LNS11000000,2008,M04,153769
LNS11000000,2008,M05,154303
LNS11000000,2008,M06,154313
LNS11000000,2008,M07,154469
LNS11000000,2008,M08,154641
LNS11000000,2008,M09,154570
LNS11000000,2008,M10,154876
LNS11000000,2008,M11,154639
LNS11000000,2008,M12,154655
LNS11000000,2009,M01,154210
LNS11000000,2009,M02,154538
LNS11000000,2009,M03,154133
LNS11000000,2009,M04,154509
LNS11000000,2009,M05,154747
LNS11000000,2009,M06,154716
LNS11000000,2009,M07,154502
LNS11000000,2009,M08,154307
LNS11000000,2009,M09,153827
LNS11000000,2009,M10,153784
LNS11000000,2009,M11,153878
LNS11000000,2009,M12,153111
LNS11000000,2010,M01,153484
LNS11000000,2010,M02,153694
LNS11000000,2010,M03,153954
LNS11000000,2010,M04,154622
LNS11000000,2010,M05,154091
LNS11000000,2010,M06,153616
LNS11000000,2010,M07,153691
LNS11000000,2010,M08,154086
LNS11000000,2010,M09,153975
LNS11000000,2010,M10,153635
LNS11000000,2010,M11,154125
LNS11000000,2010,M12,153650
LNS11000000,2011,M01,153263
LNS11000000,2011,M02,153214
LNS11000000,2011,M03,153376
LNS11000000,2011,M04,153543
LNS11000000,2011,M05,153479
LNS11000000,2011,M06,153346
LNS11000000,2011,M07,153288
LNS11000000,2011,M08,153760
LNS11000000,2011,M09,154131
LNS11000000,2011,M10,153961
LNS11000000,2011,M11,154128
LNS11000000,2011,M12,153995
LNS11000000,2012,M01,154381
LNS11000000,2012,M02,154671
LNS11000000,2012,M03,154749
LNS11000000,2012,M04,154545
LNS11000000,2012,M05,154866
LNS11000000,2012,M06,155083
LNS11000000,2012,M07,154948
LNS11000000,2012,M08,154763
LNS11000000,2012,M09,155160
LNS11000000,2012,M10,155554
LNS11000000,2012,M11,155338
LNS11000000,2012,M12,155628
LNS11000000,2013,M01,155763
LNS11000000,2013,M02,155312
LNS11000000,2013,M03,155005
LNS11000000,2013,M04,155394
LNS11000000,2013,M05,155536
LNS11000000,2013,M06,155749
LNS11000000,2013,M07,155599
LNS11000000,2013,M08,155605
LNS11000000,2013,M09,155687
LNS11000000,2013,M10,154673
LNS11000000,2013,M11,155265
LNS11000000,2013,M12,155182
LNS11000000,2014,M01,155352
LNS11000000,2014,M02,155483
LNS11000000,2014,M03,156028
LNS11000000,2014,M04,155369
LNS11000000,2014,M05,155684
LNS11000000,2014,M06,155707
LNS11000000,2014,M07,156007
LNS11000000,2014,M08,156130
LNS11000000,2014,M09,156040
LNS11000000,2014,M10,156417
LNS11000000,2014,M11,156494
LNS11000000,2014,M12,156332
LNS11000000,2015,M01,157030
LNS11000000,2015,M02,156644
LNS11000000,2015,M03,156643
LNS11000000,2015,M04,157060
LNS11000000,2015,M05,157651
LNS11000000,2015,M06,157062
LNS11000000,2015,M07,156997
LNS11000000,2015,M08,157172
LNS11000000,2015,M09,156733
LNS11000000,2015,M10,157167
LNS11000000,2015,M11,157463
LNS11000000,2015,M12,158035
LNS11000000,2016,M01,158342
LNS11000000,2016,M02,158653
LNS11000000,2016,M03,159103
LNS11000000,2016,M04,158981
LNS11000000,2016,M05,158787
LNS11000000,2016,M06,158973
LNS11000000,2016,M07,159123
LNS11000000,2016,M08,159579
LNS11000000,2016,M09,159817
LNS11000000,2016,M10,159734
LNS11000000,2016,M11,159551
LNS11000000,2016,M12,159710
LNS11000000,2017,M01,159647
LNS11000000,2017,M02,159767
LNS11000000,2017,M03,160066
LNS11000000,2017,M04,160309
LNS11000000,2017,M05,160060
LNS11000000,2017,M06,160232
LNS11000000,2017,M07,160339
LNS11000000,2017,M08,160690
LNS11000000,2017,M09,161212
LNS11000000,2017,M10,160378
LNS11000000,2017,M11,160510
LNS11000000,2017,M12,160538
LNS11000000,2018,M01,161068
LNS11000000,2018,M02,161783
LNS11000000,2018,M03,161684
LNS11000000,2018,M04,161742
LNS11000000,2018,M05,161874
LNS11000000,2018,M06,162269
LNS11000000,2018,M07,162173
LNS11000000,2018,M08,161768
LNS11000000,2018,M09,162078
LNS11000000,2018,M10,162605
LNS11000000,2018,M11,162662
LNS11000000,2018,M12,163111
LNS11000000,2019,M01,163142
LNS11000000,2019,M02,163047
LNS11000000,2019,M03,162935
LNS11000000,2019,M04,162546
LNS11000000,2019,M05,162782
LNS11000000,2019,M06,163133
LNS11000000,2019,M07,163373
LNS11000000,2019,M08,163894
LNS11000000,2019,M09,164051
LNS11000000,2019,M10,164401
LNS11000000,2019,M11,164347
LNS11000000,2019,M12,164556
LNS11000000,2020,M01,164606
